camis,dba,boro,building,street,zip,phone,cuisine_description,critical_flag,score,grade,is_closed,violation_count,inspection_year,inspection_month,inspection_day,total_inspections,violation_ratio
50088210,mountain fusion,staten island,1765,victory blvd,10314.0,7187271765,asian,4,22.0,0.0,0,10,2019,02,28,10,1.0
50088348,kozy fresh,manhattan,603,w 168th st,10032.0,2127812222,cafãcoffeetea,2,10.0,3.0,0,4,2019,02,28,4,1.0
50088418,xing wang food,manhattan,13,catherine st,10038.0,2126086868,chinese,2,38.0,0.0,1,3,2019,02,28,3,1.0
50088598,giacomos pizzeria,staten island,170,new dorp ln,10306.0,7186680490,pizzaitalian,4,26.0,0.0,0,12,2019,02,28,12,1.0
40366002,margherita pizza,queens,16304,jamaica avenue,11432.0,7186575780,pizza,5,11.666666666666666,2.076923076923077,0,12,2019,02,27,13,0.9230769230769231
40366471,rollnroaster,brooklyn,2901,emmons avenue,11235.0,7187696000,american,9,12.615384615384615,2.5384615384615383,0,13,2019,02,27,13,1.0
40366938,lulus coffee shop,bronx,1191,castle hill avenue,10462.0,7188223568,cafãcoffeetea,29,27.869565217391305,0.7916666666666666,0,46,2019,02,27,48,0.9583333333333334
40373118,golden dove diner,staten island,3281,richmond avenue,10312.0,7189671900,american,16,15.444444444444445,1.4444444444444444,0,27,2019,02,27,27,1.0
40373938,ihop,bronx,5655,broadway,10463.0,7185494565,american,9,16.1,1.35,0,20,2019,02,27,20,1.0
40375929,villa fiorita,brooklyn,7720,18 avenue,11214.0,7188377950,italian,7,11.066666666666666,2.0,0,15,2019,02,27,15,1.0
40377262,sunset pizzeria,staten island,645,rossville avenue,10309.0,7183565918,pizzaitalian,10,17.384615384615383,1.2857142857142858,0,14,2019,02,27,14,1.0
40380422,carlos pizza,queens,7402,metropolitan avenue,11379.0,7188947915,pizza,3,9.4,3.0,0,5,2019,02,27,5,1.0
40388225,holland bar,manhattan,532,9 avenue,10018.0,2125024609,american,12,20.88888888888889,1.105263157894737,0,19,2019,02,27,19,1.0
40388808,teresas resturant,brooklyn,80,montague street,11201.0,7187973996,polish,18,23.178571428571427,1.0344827586206897,0,27,2019,02,27,29,0.9310344827586207
40392721,nueva villa china restaurant,queens,3910,103 street,11368.0,7184761527,chinese,17,17.885714285714286,0.8611111111111112,0,35,2019,02,27,36,0.9722222222222222
40396020,la contenta oeste,manhattan,78,west   11 street,10011.0,2125332233,mexican,12,20.791666666666668,1.125,0,24,2019,02,27,24,1.0
40510341,the muffin cafe,manhattan,222,columbus avenue,10023.0,2128751173,cafãcoffeetea,26,22.414634146341463,0.5714285714285714,0,41,2019,02,27,42,0.9761904761904762
40524833,starbucks,manhattan,1280,lexington avenue,10028.0,2124262580,cafãcoffeetea,4,14.666666666666666,1.6153846153846154,0,13,2019,02,27,13,1.0
40544774,vinnies pizzeria luncheonette,brooklyn,1593,mcdonald avenue,11230.0,7186452401,pizzaitalian,6,12.090909090909092,1.75,0,12,2019,02,27,12,1.0
40588761,patty world,queens,8959,164 street,11432.0,7186586838,caribbean,11,20.6,1.2,0,20,2019,02,27,20,1.0
40722258,sapphire indian cuisine,manhattan,1845,broadway,10023.0,2122454444,indian,47,26.948051948051948,0.5949367088607594,0,73,2019,02,27,79,0.9240506329113924
40729796,juice for life,queens,3407,francis lewis boulevard,11358.0,7184611480,american,12,11.363636363636363,2.1818181818181817,0,22,2019,02,27,22,1.0
40763806,ralphs ii deli,queens,20001,32 avenue,11361.0,7183528546,delicatessen,4,8.285714285714286,2.625,0,14,2019,02,27,16,0.875
40782091,starbucks,queens,3144,steinway street,11103.0,7182745700,cafãcoffeetea,6,10.2,1.8,0,20,2019,02,27,20,1.0
40857406,lins garden,bronx,317,east  170 street,10456.0,7185884002,chinese,2,7.8,3.0,0,10,2019,02,27,10,1.0
40860723,purity diner,brooklyn,289,7 avenue,11215.0,7188400881,american,2,7.0,3.0,0,8,2019,02,27,8,1.0
40933601,raise new york,manhattan,416,3 avenue,10016.0,2124811712,american,16,16.533333333333335,1.6,0,30,2019,02,27,30,1.0
40933602,pizza petes,manhattan,528,columbus avenue,10024.0,2127873153,pizza,36,22.28,1.3333333333333333,0,52,2019,02,27,54,0.9629629629629629
40951884,guy  gallard,manhattan,1001,6 avenue,10018.0,2127300010,american,20,15.058823529411764,2.1176470588235294,0,34,2019,02,27,34,1.0
40971873,break bar  billards,queens,3208,broadway,11106.0,7187775400,american,8,9.0,3.0,0,12,2019,02,27,12,1.0
40986189,liebmans deli,bronx,552,west  235 street,10463.0,7185484534,jewishkosher,24,29.318181818181817,1.434782608695652,0,46,2019,02,27,46,1.0
41022153,starbucks,manhattan,325,west   49 street,10019.0,2127652205,cafãcoffeetea,2,7.0,3.0,0,8,2019,02,27,8,1.0
41033693,one 7 karaoke,manhattan,29,west   17 street,10011.0,2126753527,american,12,21.0,2.0,0,24,2019,02,27,24,1.0
41067778,sala one nine,manhattan,35,west   19 street,10011.0,2122292300,spanish,40,19.033333333333335,0.967741935483871,0,60,2019,02,27,62,0.967741935483871
41073304,on the rox lounge  bar,queens,10503,liberty avenue,11417.0,7188489523,american,10,10.0,3.0,0,12,2019,02,27,12,1.0
41094546,peoples choice kitchen,manhattan,2733,8 avenue,10039.0,2122813830,caribbean,26,21.054054054054053,1.2093023255813953,0,43,2019,02,27,43,1.0
41135075,fuel,brooklyn,1715,sheepshead bay rd,11235.0,7187433333,american,22,14.846153846153847,2.076923076923077,0,26,2019,02,27,26,1.0
41169421,caffe borbone,queens,2507,steinway street,11103.0,7187771023,cafãcoffeetea,6,11.285714285714286,3.0,0,14,2019,02,27,14,1.0
41175262,dunkin donuts baskin robbins,queens,3549,francis lewis boulevard,11358.0,7188865279,donuts,16,23.941176470588236,1.2777777777777777,0,36,2019,02,27,36,1.0
41201205,famous amadeus pizza,manhattan,408,8 avenue,10001.0,2129041112,pizza,36,16.620689655172413,1.1612903225806452,0,60,2019,02,27,62,0.967741935483871
41204680,sushi village,queens,3250,francis lewis boulevard,11358.0,7188864733,japanese,16,12.363636363636363,2.0,0,22,2019,02,27,22,1.0
41219535,le pain quotidien,manhattan,1270,1 avenue,10065.0,2129885001,soups  sandwiches,4,10.285714285714286,2.625,0,16,2019,02,27,16,1.0
41236269,troykada mikelle palacemikelle cornersushi  steak house,queens,10255,queens boulevard,11375.0,7188300500,jewishkosher,17,17.0,1.2727272727272727,0,33,2019,02,27,33,1.0
41246951,pj clarkes,manhattan,44,west   63 street,10023.0,2129579700,american,14,19.11111111111111,1.6666666666666667,0,36,2019,02,27,36,1.0
41250217,tel aviv cafe,brooklyn,1911,coney island avenue,11230.0,7183008029,middle eastern,2,4.666666666666667,3.0,0,6,2019,02,27,6,1.0
41263870,dunkin donuts,brooklyn,506,clarkson avenue,11203.0,7188040635,donuts,6,9.285714285714286,3.0,0,14,2019,02,27,14,1.0
41263879,the half pint,manhattan,234,thompson street,10012.0,2122601088,american,6,11.066666666666666,2.0,0,14,2019,02,27,15,0.9333333333333333
41267944,empire king restaurant,bronx,1374,boston road,10456.0,7183285988,chinese,6,12.0,3.0,0,18,2019,02,27,18,1.0
41277451,market table,manhattan,54,carmine street,10014.0,2122552100,american,8,11.75,3.0,0,16,2019,02,27,16,1.0
41291373,quarter,brooklyn,676,5 avenue,11215.0,7187880989,american,10,15.0,1.3333333333333333,0,18,2019,02,27,18,1.0
41292582,tacos puebla restaurant,bronx,2181,grand concourse,10453.0,7182205463,mexican,32,21.892857142857142,0.7857142857142857,0,56,2019,02,27,56,1.0
41308685,el patron mexican grill,queens,19401,northern boulevard,11358.0,7188192121,mexican,6,8.2,3.0,0,10,2019,02,27,10,1.0
41312631,tgi fridays,manhattan,761,7 avenue,10019.0,2127678350,american,2,6.4,3.0,0,10,2019,02,27,10,1.0
41322345,dunkin donuts baskin robbins,queens,9217,jamaica avenue,11421.0,7188502717,donuts,12,13.6,1.6666666666666667,0,32,2019,02,27,36,0.8888888888888888
41333314,il caffe latte,manhattan,189,lenox avenue,10026.0,2122222241,cafãcoffeetea,2,6.333333333333333,3.0,0,12,2019,02,27,12,1.0
41347358,lugo caffe,manhattan,1,penn plaza,10119.0,2127602700,italian,40,27.40740740740741,0.8214285714285714,0,50,2019,02,27,56,0.8928571428571429
41381177,city view racquet club,queens,4334,32 place,11101.0,7183896252,american,12,19.8,1.8,0,20,2019,02,27,20,1.0
41389861,wine 30,manhattan,41,east   30 street,10016.0,2124810197,mediterranean,16,15.0,1.2413793103448276,0,29,2019,02,27,29,1.0
41390998,cafe olympia,manhattan,833,2nd avenue,10017.0,2128838383,american,62,27.775510204081634,0.7551020408163265,0,98,2019,02,27,98,1.0
41403280,starbucks,queens,254  41,horace harding expressway,11362.0,7184282489,cafãcoffeetea,0,5.6,3.0,0,10,2019,02,27,10,1.0
41413288,mr wonton,queens,2604,jackson avenue,11101.0,7184821117,chinese,44,23.875,0.9090909090909091,0,62,2019,02,27,66,0.9393939393939394
41428049,the archive,manhattan,12,east   36 street,10016.0,2122130093,american,26,34.77272727272727,0.6730769230769231,0,48,2019,02,27,52,0.9230769230769231
41453811,the point cafe  grill,bronx,402,hunts point avenue,10474.0,7185897777,delicatessen,8,10.75,3.0,0,16,2019,02,27,16,1.0
41457591,rossys bakery  coffee shop,manhattan,242,east    3 street,10009.0,2122532424,spanish,11,13.043478260869565,2.0869565217391304,0,23,2019,02,27,23,1.0
41470674,one and one,manhattan,12,1 avenue,10009.0,2125989126,irish,42,23.404761904761905,0.7446808510638298,0,94,2019,02,27,94,1.0
41473120,pasticceria rocco,manhattan,243,bleecker street,10014.0,2122426031,bakery,12,18.428571428571427,2.142857142857143,0,28,2019,02,27,28,1.0
41489806,masala times,manhattan,194,bleecker street,10012.0,2129955100,indian,20,20.0,1.75,0,24,2019,02,27,24,1.0
41512888,lasani restaurant,manhattan,15,west   29 street,10001.0,2126833737,pakistani,17,16.103448275862068,1.8620689655172413,0,29,2019,02,27,29,1.0
41532568,nicole kelly pub,queens,6210,woodhaven boulevard,11374.0,3477384114,american,12,15.444444444444445,1.6666666666666667,0,18,2019,02,27,18,1.0
41546338,bbq chicken,queens,25116,northern boulevard,11362.0,7184280300,chicken,6,11.428571428571429,3.0,0,14,2019,02,27,14,1.0
41547684,planet wings,staten island,480,forest avenue,10310.0,7187209464,american,9,13.4,1.7,0,20,2019,02,27,20,1.0
41557136,fuji hana restaurant,brooklyn,512,avenue u,11223.0,7183363888,jewishkosher,10,11.909090909090908,2.4545454545454546,0,22,2019,02,27,22,1.0
41568372,michaels cafe,queens,2705,39 avenue,11101.0,3475363633,american,4,7.0,3.0,0,10,2019,02,27,10,1.0
41591116,subway,manhattan,1256,lexington avenue,10028.0,2127376500,sandwiches,10,14.1,2.0,0,22,2019,02,27,22,1.0
41593187,arbor bistro,manhattan,226,west houston street,10014.0,2122557888,asian,28,20.857142857142858,0.9642857142857143,0,52,2019,02,27,56,0.9285714285714286
41628145,soul of the sea,brooklyn,527,albany avenue,11203.0,6464173490,seafood,2,7.142857142857143,2.3333333333333335,0,18,2019,02,27,18,1.0
41629073,las tias bakery,queens,7401,metropolitan avenue,11379.0,7184163888,spanish,4,10.0,3.0,0,16,2019,02,27,16,1.0
41632765,financier patisserie,manhattan,245,park avenue,10167.0,2126871743,american,6,13.9,2.1818181818181817,0,22,2019,02,27,22,1.0
41633999,brothers restaurant,bronx,993,morris avenue,10456.0,7185909201,chinese,6,10.857142857142858,2.625,0,16,2019,02,27,16,1.0
41640893,osaka sushi,brooklyn,1328,sheepshead bay road,11235.0,7187585888,japanese,20,17.642857142857142,1.7142857142857142,0,28,2019,02,27,28,1.0
41641590,chicken house,manhattan,270,west   36 street,10018.0,2126953493,american,4,15.25,1.2,0,9,2019,02,27,10,0.9
41643705,zen fusion cuisine,queens,7928,parsons boulevard,11366.0,7185915555,asian,44,44.19444444444444,0.6666666666666666,0,72,2019,02,27,72,1.0
41657006,le paris dakar,brooklyn,518,nostrand avenue,11216.0,3479554100,french,4,6.333333333333333,3.0,0,12,2019,02,27,12,1.0
41670066,jjs cafe,manhattan,524,west   59 street,10019.0,2124841333,american,4,6.75,3.0,0,8,2019,02,27,8,1.0
41672131,starbucks,queens,8651,broadway,11373.0,7185652021,cafãcoffeetea,4,8.857142857142858,3.0,0,14,2019,02,27,14,1.0
41672416,sarku japan,queens,3721,junction boulevard,11368.0,7188988898,asian,16,21.789473684210527,1.1,0,38,2019,02,27,40,0.95
41673139,sushi ave x,brooklyn,241,avenue x,11223.0,7183759757,japanese,18,15.263157894736842,1.894736842105263,0,38,2019,02,27,38,1.0
41689247,the best pizza,manhattan,748,9 avenue,10019.0,2129770400,pizza,12,9.9,2.1,0,20,2019,02,27,20,1.0
41694244,mr brunos pizza,queens,7563,31 avenue,11370.0,7186518111,pizzaitalian,28,18.652173913043477,1.0869565217391304,0,44,2019,02,27,46,0.9565217391304348
41696041,potbelly sandwich works,manhattan,19,west   45 street,10036.0,9175951141,sandwichessaladsmixed buffet,40,19.896551724137932,1.03125,0,62,2019,02,27,64,0.96875
41705814,xin rong,bronx,741,hunts point avenue,10474.0,7189912890,chinese,4,12.636363636363637,1.9090909090909092,0,22,2019,02,27,22,1.0
41713624,bienvenidos al callao restaurant,queens,11122,roosevelt avenue,11368.0,7187799400,peruvian,48,22.16216216216216,0.918918918918919,0,72,2019,02,27,74,0.972972972972973
50000310,la calenita bakery,queens,4006,83rd st,11373.0,7182058273,latin cuban dominican puerto rican south  central american,64,20.785714285714285,0.9545454545454546,0,84,2019,02,27,88,0.9545454545454546
50003366,mi lindo san miguelito,bronx,257,w 231st st,10463.0,3479454330,mexican,22,16.210526315789473,1.4,0,40,2019,02,27,40,1.0
50003701,millers ale house,staten island,2883,richmond avenue,10314.0,7184470112,american,18,22.714285714285715,1.5,0,28,2019,02,27,28,1.0
50004309,kfc,queens,17546,hillside ave,11432.0,7185262127,american,24,18.05128205128205,1.2307692307692308,0,37,2019,02,27,39,0.9487179487179487
50004312,kfc,manhattan,242,e 14th st,10003.0,8776944474,chicken,14,15.61111111111111,1.1428571428571428,0,38,2019,02,27,42,0.9047619047619048
50005552,mj pizza,manhattan,1976,1st ave,10029.0,2129962866,pizza,24,16.545454545454547,1.2272727272727273,0,44,2019,02,27,44,1.0
50005643,new boe lee,bronx,741,lydig ave,10462.0,7188222888,chinese,12,12.384615384615385,2.076923076923077,0,26,2019,02,27,26,1.0
50006073,mcdonalds,queens,3719,junction blvd,11368.0,7184586259,hamburgers,6,9.444444444444445,2.0,0,18,2019,02,27,18,1.0
50006115,zoilita restaurant,queens,7934,parsons blvd,11366.0,7189692229,spanish,16,13.153846153846153,1.9285714285714286,0,28,2019,02,27,28,1.0
50006345,cafe 2,manhattan,11,w 53rd st,10019.0,2123331299,american,6,8.444444444444445,2.1,0,18,2019,02,27,20,0.9
50010324,mcdonalds,queens,18125,hillside ave,11432.0,7185230109,hamburgers,8,12.823529411764707,2.210526315789474,0,19,2019,02,27,19,1.0
50011317,joong koog jip,queens,20316,northern blvd,11361.0,7184282221,korean,12,12.0,2.6,0,30,2019,02,27,30,1.0
50012988,roast kitchen,manhattan,423,madison ave,10017.0,2127536587,mexican,24,15.0,1.5789473684210527,0,38,2019,02,27,38,1.0
50013660,pitas and sticks,brooklyn,321,9th st,11215.0,7183699800,greek,24,20.696969696969695,1.2424242424242424,0,62,2019,02,27,66,0.9393939393939394
50014124,evergreen on 38,manhattan,10,e 38th st,10016.0,2124481199,chinese,50,22.068181818181817,0.9777777777777777,0,90,2019,02,27,90,1.0
50014677,b side,manhattan,370,w 51st st,10019.0,6469797225,pizza,12,18.6,1.5,0,20,2019,02,27,20,1.0
50014763,the famous chicken place,manhattan,592,3rd ave,10016.0,2126871800,chicken,10,12.583333333333334,2.0,0,24,2019,02,27,24,1.0
50015072,crown fried chicken,manhattan,117,avenue d,10009.0,2129822850,chicken,40,18.125,1.0606060606060606,0,66,2019,02,27,66,1.0
50015603,la nueva win hing restaurant,bronx,40,e 167th st,10452.0,7189920404,chinese,32,20.26923076923077,1.0740740740740742,0,52,2019,02,27,54,0.9629629629629629
50016740,jimbos hamburgers,manhattan,703,lenox ave,10039.0,2122835050,american,13,14.586206896551724,1.3103448275862069,0,27,2019,02,27,29,0.9310344827586207
50017723,clarendon cuisine,brooklyn,252,e 54th st,11203.0,9175077657,caribbean,30,21.434782608695652,1.2173913043478262,0,46,2019,02,27,46,1.0
50017944,tre otto,manhattan,1410,madison ave,10029.0,2128608880,italian,38,22.9375,1.0909090909090908,0,66,2019,02,27,66,1.0
50018146,gregorys coffee,manhattan,20,e 40th st,10016.0,2125108208,cafãcoffeetea,6,9.5,3.0,0,12,2019,02,27,12,1.0
50018348,empire iii,manhattan,1902,a c powell blvd,10026.0,2122808880,chinese,30,15.210526315789474,1.4285714285714286,0,40,2019,02,27,42,0.9523809523809523
50018394,hadi restaurant,brooklyn,683,coney island ave,11218.0,3472401175,middle eastern,60,32.666666666666664,0.4,0,84,2019,02,27,90,0.9333333333333333
50018989,fairfield inn  suites penn station,manhattan,325,w 33rd st,10001.0,2125630900,american,10,13.88888888888889,1.6666666666666667,0,18,2019,02,27,18,1.0
50035431,gourmet fit,brooklyn,6819,3rd ave,11220.0,3476626821,american,4,8.4,2.5,0,10,2019,02,27,12,0.8333333333333334
50037527,brooklyn wrap,brooklyn,4714,avenue n,11234.0,7182588088,sandwichessaladsmixed buffet,24,25.571428571428573,1.0,0,42,2019,02,27,42,1.0
50038299,doctors cave cafe,brooklyn,856,marcy ave,11216.0,7183984776,american,8,10.0,2.4545454545454546,0,22,2019,02,27,22,1.0
50038374,tuk tuk,queens,4906,vernon blvd,11101.0,7184725598,thai,8,9.333333333333334,2.3076923076923075,0,24,2019,02,27,26,0.9230769230769231
50038628,fixuplate,brooklyn,1139,clarkson ave,11212.0,9292343888,caribbean,16,28.153846153846153,1.1111111111111112,1,25,2019,02,27,27,0.9259259259259259
50038802,rego park coffee shop,queens,9414,63rd dr,11374.0,7184592233,american,44,20.238095238095237,0.9302325581395349,0,80,2019,02,27,86,0.9302325581395349
50043255,golden hing,brooklyn,1082,bedford ave,11216.0,7183992848,chinese,6,8.333333333333334,3.0,0,12,2019,02,27,12,1.0
50044753,mama rosarias pizzeria restaurant,staten island,2146,forest ave,10303.0,7188150557,pizzaitalian,18,23.11764705882353,0.7058823529411765,0,34,2019,02,27,34,1.0
50046201,double happy kitchen,queens,8518,jamaica ave,11421.0,7188506003,chinese,8,11.571428571428571,3.0,0,28,2019,02,27,28,1.0
50046874,covina,manhattan,124,e 28th st,10016.0,2122045249,american,16,25.75,1.25,0,24,2019,02,27,24,1.0
50047960,el trio grill,queens,10201,44th ave,11368.0,7183960555,mexican,36,20.689655172413794,1.2333333333333334,0,60,2019,02,27,60,1.0
50048238,burgerfi,brooklyn,719,86th st,11228.0,7188360836,american,2,6.166666666666667,2.0,0,12,2019,02,27,12,1.0
50048500,east meets west,queens,6507,woodhaven blvd,11374.0,7188309788,chinese,36,14.125,1.12,0,50,2019,02,27,50,1.0
50048604,farmers restaurant,brooklyn,1692,86th st,11214.0,6463388980,chinese,52,42.6764705882353,0.8571428571428571,0,68,2019,02,27,70,0.9714285714285714
50048942,carvel,staten island,990,rossville ave,10309.0,7183564122,ice cream gelato yogurt ices,8,10.181818181818182,1.6153846153846154,0,26,2019,02,27,26,1.0
50050375,rahi,manhattan,60,greenwich ave,10011.0,2123738900,indian,30,22.571428571428573,0.8333333333333334,0,48,2019,02,27,48,1.0
50051129,atoboy,manhattan,43,e 28th st,10016.0,6464767217,asian,30,24.285714285714285,0.9545454545454546,0,44,2019,02,27,44,1.0
50051137,subway,queens,11630,queens blvd,11375.0,3479793128,sandwiches,22,14.714285714285714,1.7142857142857142,0,28,2019,02,27,28,1.0
50051951,la rosa grill,staten island,245,richmond valley rd,10309.0,7189661555,chicken,13,12.882352941176471,2.1176470588235294,0,17,2019,02,27,17,1.0
50054780,good harvest,brooklyn,6324,fort hamilton pkwy,11219.0,7182388688,chinese,10,12.296296296296296,1.1111111111111112,0,27,2019,02,27,27,1.0
50054997,okuda,manhattan,458,w 17th st,10011.0,2129240017,japanese,12,14.4,1.0909090909090908,0,22,2019,02,27,22,1.0
50055697,indian express,manhattan,301,w 154th st,10039.0,2122560903,indian,39,28.184615384615384,0.8923076923076924,0,59,2019,02,27,65,0.9076923076923077
50056087,the hunan cottage,brooklyn,293,avenue x,11223.0,7189987505,chinese,10,13.363636363636363,1.9090909090909092,0,22,2019,02,27,22,1.0
50056505,roccacafelounge,brooklyn,2712,emmons ave,11235.0,7187692525,mediterranean,30,24.772727272727273,0.9666666666666667,0,58,2019,02,27,60,0.9666666666666667
50056652,ika sushi,brooklyn,8512,bay pkwy,11214.0,7184842301,japanese,13,12.555555555555555,1.8,0,20,2019,02,27,20,1.0
50057481,fine  rare,manhattan,9,e 37th st,10016.0,9175950812,american,14,15.636363636363637,1.6363636363636365,0,22,2019,02,27,22,1.0
50058090,retro fitness,staten island,2965,veterans rd w,10309.0,7182277300,juice smoothies fruit salads,13,13.8,2.1,0,20,2019,02,27,20,1.0
50058456,samis kabab house,queens,3557,crescent st,11106.0,9178327165,afghan,8,11.5,2.6666666666666665,0,18,2019,02,27,18,1.0
50058493,new york sals pizzeria,manhattan,696,10th ave,10019.0,2122473628,pizza,12,14.25,1.875,0,16,2019,02,27,16,1.0
50058524,yum yum chinese food,staten island,1778,forest ave,10303.0,7183701000,chinese,13,12.964285714285714,1.7647058823529411,0,34,2019,02,27,34,1.0
50058715,jambajuice of staten island,staten island,1275,woodrow rd,10309.0,7189669200,juice smoothies fruit salads,0,1.6666666666666667,3.0,0,4,2019,02,27,6,0.6666666666666666
50059822,third floor cafe,manhattan,315,5th ave,10016.0,6469983409,korean,22,16.1875,1.3125,0,32,2019,02,27,32,1.0
50059922,hong kong gourmet,queens,8440,jamaica ave,11421.0,7182961088,chinese,6,12.11111111111111,3.0,0,18,2019,02,27,18,1.0
50060086,qdoba mexican eats,staten island,1275,woodrow rd,10309.0,7189661353,mexican,14,16.428571428571427,1.2857142857142858,0,28,2019,02,27,28,1.0
50060998,noodies thai,manhattan,830,9th ave,10019.0,6466697828,thai,16,15.0,1.4615384615384615,0,26,2019,02,27,26,1.0
50064131,cafe 1 of a kind,queens,25513,northern blvd,11362.0,3477714685,cafãcoffeetea,4,5.833333333333333,2.5,0,12,2019,02,27,12,1.0
50064329,rosas pizza,queens,3101,21st st,11106.0,7187261295,pizza,32,22.40909090909091,1.0434782608695652,0,46,2019,02,27,46,1.0
50064806,pure green,manhattan,45,e 45th st,10017.0,9172875646,juice smoothies fruit salads,14,27.928571428571427,1.0714285714285714,0,28,2019,02,27,28,1.0
50067184,blimpie,brooklyn,24,willoughby st,11201.0,7188091100,american,10,12.2,1.9090909090909092,0,20,2019,02,27,22,0.9090909090909091
50067483,15 stories,manhattan,444,park ave s,10016.0,2128048880,mediterranean,8,12.166666666666666,1.5,0,12,2019,02,27,12,1.0
50067630,the gyro shop,manhattan,593,1st ave,10016.0,6467670923,greek,36,42.75,0.6206896551724138,0,56,2019,02,27,58,0.9655172413793104
50068126,old rose,manhattan,113,jane st,10014.0,2129246700,american,42,26.06451612903226,0.9354838709677419,0,62,2019,02,27,62,1.0
50068987,mcdonalds 11542,brooklyn,1656,utica ave,11234.0,7735058724,american,12,14.714285714285714,1.4,0,30,2019,02,27,30,1.0
50069925,khao nom,queens,4206,77th st,11373.0,3479444257,thai,24,19.05263157894737,0.6,0,40,2019,02,27,40,1.0
50070536,cocu rotisserie,manhattan,26,carmine st,10014.0,6469520179,french,19,19.93103448275862,0.896551724137931,0,29,2019,02,27,29,1.0
50070567,upi jaya restaurant,queens,7604,woodside ave,11373.0,7184581807,indonesian,8,15.25,1.875,0,16,2019,02,27,16,1.0
50070830,broken coconut,manhattan,15,e 4th st,10003.0,6467915029,cafãcoffeetea,36,32.666666666666664,0.4,0,48,2019,02,27,50,0.96
50070884,dian kitchen,manhattan,435,e 9th st,10009.0,6465909898,chinese,16,17.8,1.0,0,30,2019,02,27,30,1.0
50070932,papa johns pizza ne harlem,manhattan,703,lenox ave,10039.0,2124917272,pizza,6,11.625,1.875,0,16,2019,02,27,16,1.0
50071147,new tokyo sushi,queens,16216,union tpke,11366.0,7185910333,japanese,2,9.4,3.0,0,10,2019,02,27,10,1.0
50072466,checkers,brooklyn,682,rockaway ave,11212.0,9175628121,hamburgers,8,13.571428571428571,1.2857142857142858,0,14,2019,02,27,14,1.0
50073339,new china iii,queens,5814,roosevelt ave,11377.0,7186725300,chinese,25,46.24390243902439,0.1951219512195122,0,39,2019,02,27,41,0.9512195121951219
50073355,j  c li wan,queens,6428,metropolitan ave,11379.0,7184170808,chinese,6,11.8,3.0,0,10,2019,02,27,10,1.0
50074000,blvd diner,queens,4311,queens blvd,11104.0,7182162065,american,12,13.0,1.4,0,20,2019,02,27,20,1.0
50077250,casa clema restaurant  bar,bronx,1731,university ave,10453.0,7189012692,latin cuban dominican puerto rican south  central american,6,24.2,1.2,0,10,2019,02,27,10,1.0
50078433,gusto pizzeria,brooklyn,8125,5th ave,11209.0,7188365200,pizzaitalian,24,37.23529411764706,0.47368421052631576,0,36,2019,02,27,38,0.9473684210526315
50078527,taco mix,manhattan,234,e 116th st,10029.0,6465810058,mexican,26,30.65,0.5,0,32,2019,02,27,40,0.8
50080230,bluestone lane,manhattan,417,amsterdam ave,10024.0,6463218563,australian,14,30.666666666666668,0.6666666666666666,0,18,2019,02,27,18,1.0
50080442,luck thai brooklyn,brooklyn,386,5th ave,11215.0,7184991888,thai,10,19.142857142857142,0.5714285714285714,0,12,2019,02,27,14,0.8571428571428571
50082093,pitkins fish  chicken,brooklyn,288,utica ave,11213.0,7187740208,seafood,14,47.72727272727273,1.3636363636363635,0,22,2019,02,27,22,1.0
50082565,perfect taste,manhattan,51b,canal st,10002.0,9292696769,asian,2,30.0,0.0,0,4,2019,02,27,4,1.0
50085035,jj kinahans,manhattan,757,6th ave,10010.0,6464766276,american,16,36.61538461538461,0.23076923076923078,0,26,2019,02,27,26,1.0
50085185,dun huang east village,manhattan,320,lexington ave,10016.0,6469644007,chinese,10,20.428571428571427,1.2857142857142858,0,14,2019,02,27,14,1.0
50085445,ecowas kitchen amala junction,brooklyn,1039,belmont ave,11208.0,7182771881,african,14,50.526315789473685,0.0,0,19,2019,02,27,21,0.9047619047619048
50085814,brooklyn cat cafe,brooklyn,76,montague st,11201.0,3479462286,american,12,94.0,0.0,1,16,2019,02,27,16,1.0
50086294,bella notte,bronx,3524,johnson ave,10463.0,9179020067,italian,2,9.0,3.0,0,4,2019,02,27,4,1.0
50086321,el castillo restaurant inc,brooklyn,6811,4th ave,11220.0,7187450649,spanish,6,19.375,1.2,0,10,2019,02,27,10,1.0
50086362,family first fish and chip juice bar,bronx,1151,boston rd,10456.0,3473663634,american,6,25.666666666666668,0.75,0,8,2019,02,27,8,1.0
50086939,my valle restaurant,bronx,69,featherbed ln,10452.0,3474981171,sandwiches,28,46.56818181818182,0.22727272727272727,0,42,2019,02,27,44,0.9545454545454546
50087274,essen,manhattan,290,madison ave,10017.0,2126890800,delicatessen,12,24.666666666666668,1.3333333333333333,0,18,2019,02,27,18,1.0
40369418,caffe reggio,manhattan,119,mac dougal street,10012.0,2124759557,italian,3,9.714285714285714,3.0,0,7,2019,02,26,7,1.0
40370436,rossinis,manhattan,108,east   38 street,10016.0,2126830135,italian,15,24.071428571428573,1.1785714285714286,0,28,2019,02,26,28,1.0
40370781,mcdonalds,queens,16011,willets point boulevard,11357.0,7187466063,hamburgers,13,15.714285714285714,1.1785714285714286,0,28,2019,02,26,28,1.0
